Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
3899,Astrobiology,Astrobiology, 15311074,102,1.078
3900,European Journal of Public Health,European Journal of Public Health,1464360X,111,1.078
3900,European Journal of Public Health,European Journal of Public Health, 11011262,111,1.078
3901,European Journal of Soil Biology,European Journal of Soil Biology,11645563,91,1.078
3902,European Journal of Sport Science,European Journal of Sport Science,17461391,79,1.078
3902,European Journal of Sport Science,European Journal of Sport Science, 15367290,79,1.078
3903,Journal of Viral Hepatitis,Journal of Viral Hepatitis,13520504,110,1.078
3903,Journal of Viral Hepatitis,Journal of Viral Hepatitis, 13652893,110,1.078
3904,Otolaryngology - Head and Neck Surgery,Otolaryngology - Head and Neck Surgery,10976817,144,1.078
3904,Otolaryngology - Head and Neck Surgery,Otolaryngology - Head and Neck Surgery, 01945998,144,1.078
3905,Expert Opinion on Drug Discovery,Expert Opinion on Drug Discovery,1746045X,84,1.077
3905,Expert Opinion on Drug Discovery,Expert Opinion on Drug Discovery, 17460441,84,1.077
3906,Health Equity,Health Equity,24731242,28,1.077
3907,Jahresbericht der Deutschen Mathematiker-Vereinigung,Jahresbericht der Deutschen Mathematiker-Vereinigung,120456,14,1.077
3908,Social and Cultural Geography,Social and Cultural Geography,14701197,91,1.077
3908,Social and Cultural Geography,Social and Cultural Geography, 14649365,91,1.077
3909,Archives of Medical Research,Archives of Medical Research,01884409,97,1.076
3909,Archives of Medical Research,Archives of Medical Research, 18735487,97,1.076
3910,Journal of Endourology,Journal of Endourology,1557900X,103,1.076
3910,Journal of Endourology,Journal of Endourology, 08927790,103,1.076
3911,Journal of Intelligent Transportation Systems: Technology. Planning. and Operations,Journal of Intelligent Transportation Systems: Technology. Planning. and Operations,15472450,59,1.076
3911,Journal of Intelligent Transportation Systems: Technology. Planning. and Operations,Journal of Intelligent Transportation Systems: Technology. Planning. and Operations, 15472442,59,1.076
3912,Addictive Behaviors Reports,Addictive Behaviors Reports,23528532,37,1.075
3913,American Journal of Education,American Journal of Education,15496511,66,1.075
3913,American Journal of Education,American Journal of Education, 01956744,66,1.075
3914,Cancer Epidemiology,Cancer Epidemiology,18777821,86,1.075
3914,Cancer Epidemiology,Cancer Epidemiology, 1877783X,86,1.075
3915,Cleaner Engineering and Technology,Cleaner Engineering and Technology,26667908,31,1.075
3916,Cognitive Robotics,Cognitive Robotics,26672413,11,1.075
3917,Geographical Analysis,Geographical Analysis,15384632,76,1.075
3917,Geographical Analysis,Geographical Analysis, 00167363,76,1.075
3918,JBJS Reviews,JBJS Reviews,23299185,38,1.075
3919,Neurological Research and Practice,Neurological Research and Practice,25243489,20,1.075
3920,Structural Dynamics,Structural Dynamics,23297778,36,1.075
3921,Carcinogenesis,Carcinogenesis,01433334,223,1.074
3921,Carcinogenesis,Carcinogenesis, 14602180,223,1.074
3922,Environmental Advances,Environmental Advances,26667657,23,1.074
3923,Motivation Science,Motivation Science,23338113,12,1.074
3923,Motivation Science,Motivation Science, 23338121,12,1.074
3924,Music Theory Spectrum,Music Theory Spectrum,01956167,26,1.074
3924,Music Theory Spectrum,Music Theory Spectrum, 15338339,26,1.074
3925,Pharmaceutical Statistics,Pharmaceutical Statistics,15391612,46,1.074
3925,Pharmaceutical Statistics,Pharmaceutical Statistics, 15391604,46,1.074
3926,Physica D: Nonlinear Phenomena,Physica D: Nonlinear Phenomena,1672789,148,1.074
3927,Telemedicine Journal and e-Health,Telemedicine Journal and e-Health,15563669,94,1.074
3927,Telemedicine Journal and e-Health,Telemedicine Journal and e-Health, 15305627,94,1.074
3928,Food and Function,Food and Function,20426496,117,1.073
3928,Food and Function,Food and Function, 2042650X,117,1.073
3929,Journal of Neuroendocrinology,Journal of Neuroendocrinology,13652826,127,1.073
3929,Journal of Neuroendocrinology,Journal of Neuroendocrinology, 09538194,127,1.073
3930,Energy Reports,Energy Reports,23524847,88,1.072
3931,Facta Universitatis. Series: Mechanical Engineering,Facta Universitatis. Series: Mechanical Engineering,23350164,33,1.072
3931,Facta Universitatis. Series: Mechanical Engineering,Facta Universitatis. Series: Mechanical Engineering, 03542025,33,1.072
3932,IEEE Power and Energy Magazine,IEEE Power and Energy Magazine,15407977,95,1.072
3933,International Journal of Antimicrobial Agents,International Journal of Antimicrobial Agents,09248579,154,1.072
3933,International Journal of Antimicrobial Agents,International Journal of Antimicrobial Agents, 18727913,154,1.072
3934,Automotive Innovation,Automotive Innovation,20964250,24,1.071
3934,Automotive Innovation,Automotive Innovation, 25228765,24,1.071
3935,Dissertationes Mathematicae,Dissertationes Mathematicae,17306310,26,1.071
3935,Dissertationes Mathematicae,Dissertationes Mathematicae, 00123862,26,1.071
3936,Journal of Construction Engineering and Management - ASCE,Journal of Construction Engineering and Management - ASCE,7339364,138,1.071
3937,Rheumatology and Therapy,Rheumatology and Therapy,21986576,35,1.071
3937,Rheumatology and Therapy,Rheumatology and Therapy, 21986584,35,1.071
3938,Road Materials and Pavement Design,Road Materials and Pavement Design,14680629,65,1.071
3938,Road Materials and Pavement Design,Road Materials and Pavement Design, 21647402,65,1.071
3939,Archives of Sexual Behavior,Archives of Sexual Behavior,15732800,133,1.070
3939,Archives of Sexual Behavior,Archives of Sexual Behavior, 00040002,133,1.070
3940,Psicothema,Psicothema,02149915,81,1.070
3940,Psicothema,Psicothema, 1886144X,81,1.070
3941,Self and Identity,Self and Identity,15298868,58,1.070
3942,Teaching and Learning in Medicine,Teaching and Learning in Medicine,10401334,58,1.070
3942,Teaching and Learning in Medicine,Teaching and Learning in Medicine, 15328015,58,1.070
3943,Cluster Computing,Cluster Computing,13867857,69,1.069
3944,Creativity and Innovation Management,Creativity and Innovation Management,09631690,76,1.069
3944,Creativity and Innovation Management,Creativity and Innovation Management, 14678691,76,1.069
3945,FEMS Microbiology Ecology,FEMS Microbiology Ecology,01686496,183,1.069
3945,FEMS Microbiology Ecology,FEMS Microbiology Ecology, 15746941,183,1.069
3946,Journal of Career Development,Journal of Career Development,08948453,57,1.069
3946,Journal of Career Development,Journal of Career Development, 15733548,57,1.069
3947,Motivation and Emotion,Motivation and Emotion,15736644,104,1.069
3947,Motivation and Emotion,Motivation and Emotion, 01467239,104,1.069
3948,Worldviews on Evidence-Based Nursing,Worldviews on Evidence-Based Nursing,1545102X,59,1.069
3948,Worldviews on Evidence-Based Nursing,Worldviews on Evidence-Based Nursing, 17416787,59,1.069
3949,Death Studies,Death Studies,10917683,81,1.068
3949,Death Studies,Death Studies, 07481187,81,1.068
3950,Digestive Diseases and Sciences,Digestive Diseases and Sciences,01632116,140,1.068
3950,Digestive Diseases and Sciences,Digestive Diseases and Sciences, 15732568,140,1.068
3951,Environmental Science: Water Research and Technology,Environmental Science: Water Research and Technology,20531400,68,1.068
3951,Environmental Science: Water Research and Technology,Environmental Science: Water Research and Technology, 20531419,68,1.068
3952,Fungal Biology and Biotechnology,Fungal Biology and Biotechnology,20543085,26,1.068
3953,Journal of Applied Meteorology and Climatology,Journal of Applied Meteorology and Climatology,15588424,156,1.068
3954,Journal of Pharmaceutical Analysis,Journal of Pharmaceutical Analysis,20951779,51,1.068
3955,Myrmecological News,Myrmecological News,19973500,42,1.068
3955,Myrmecological News,Myrmecological News, 19944136,42,1.068
3956,Substance Abuse: Treatment. Prevention. and Policy,Substance Abuse: Treatment. Prevention. and Policy,1747597X,56,1.068
3957,Topics in Cognitive Science,Topics in Cognitive Science,17568765,73,1.068
3957,Topics in Cognitive Science,Topics in Cognitive Science, 17568757,73,1.068
3958,Journal of Endocrinological Investigation,Journal of Endocrinological Investigation,03914097,99,1.067
3958,Journal of Endocrinological Investigation,Journal of Endocrinological Investigation, 17208386,99,1.067
3959,Journal of Research on Educational Effectiveness,Journal of Research on Educational Effectiveness,19345739,44,1.067
3959,Journal of Research on Educational Effectiveness,Journal of Research on Educational Effectiveness, 19345747,44,1.067
3960,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,21679223,85,1.066
3960,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration, 21678421,85,1.066
3961,Energy. Sustainability and Society,Energy. Sustainability and Society,21920567,42,1.066
3962,Environmental and Experimental Botany,Environmental and Experimental Botany,988472,167,1.066
3963,Frontiers in Oncology,Frontiers in Oncology,2234943X,136,1.066
3964,Frontiers in Pharmacology,Frontiers in Pharmacology,16639812,154,1.066
3965,International Journal of Coal Science and Technology,International Journal of Coal Science and Technology,21987823,45,1.066
3965,International Journal of Coal Science and Technology,International Journal of Coal Science and Technology, 20958293,45,1.066
3966,International Journal of Psychology,International Journal of Psychology,1464066X,78,1.066
3966,International Journal of Psychology,International Journal of Psychology, 00207594,78,1.066
3967,Physical Review Fluids,Physical Review Fluids,2469990X,56,1.066
3968,Advances in Manufacturing,Advances in Manufacturing,20953127,40,1.065
3968,Advances in Manufacturing,Advances in Manufacturing, 21953597,40,1.065
3969,Ecology and Society,Ecology and Society,17083087,173,1.065
3970,Emerging Adulthood,Emerging Adulthood,21676984,42,1.065
3970,Emerging Adulthood,Emerging Adulthood, 21676968,42,1.065
3971,Eurasian Geography and Economics,Eurasian Geography and Economics,15387216,55,1.065
3972,Frontiers in Microbiology,Frontiers in Microbiology,1664302X,233,1.065
3973,Journal of Business and Technical Communication,Journal of Business and Technical Communication,15524574,46,1.065
3973,Journal of Business and Technical Communication,Journal of Business and Technical Communication, 10506519,46,1.065
3974,Nursing Outlook,Nursing Outlook,15283968,71,1.065
3974,Nursing Outlook,Nursing Outlook, 00296554,71,1.065
3975,Signal Processing,Signal Processing,1651684,161,1.065
3976,BIT Numerical Mathematics,BIT Numerical Mathematics,15729125,64,1.064
3976,BIT Numerical Mathematics,BIT Numerical Mathematics, 00063835,64,1.064
3977,Children and Youth Services Review,Children and Youth Services Review,1907409,115,1.064
3978,Journal of Critical Care,Journal of Critical Care,15578615,105,1.064
3978,Journal of Critical Care,Journal of Critical Care, 08839441,105,1.064
3979,Sport. Education and Society,Sport. Education and Society,14701243,80,1.064
3979,Sport. Education and Society,Sport. Education and Society, 13573322,80,1.064
3980,Advanced Therapeutics,Advanced Therapeutics,23663987,39,1.063
3981,American Journal of Medicine,American Journal of Medicine,00029343,254,1.063
3981,American Journal of Medicine,American Journal of Medicine, 15557162,254,1.063
3982,Annals of Tourism Research Empirical Insights,Annals of Tourism Research Empirical Insights,26669579,13,1.063
3983,Clinical Autonomic Research,Clinical Autonomic Research,09599851,70,1.063
3983,Clinical Autonomic Research,Clinical Autonomic Research, 16191560,70,1.063
3984,Frontiers in Neuroscience,Frontiers in Neuroscience,1662453X,153,1.063
3984,Frontiers in Neuroscience,Frontiers in Neuroscience, 16624548,153,1.063
3985,Journal of Environmental Policy and Planning,Journal of Environmental Policy and Planning,15227200,65,1.063
3985,Journal of Environmental Policy and Planning,Journal of Environmental Policy and Planning, 1523908X,65,1.063
3986,Journal of the Academy of Nutrition and Dietetics,Journal of the Academy of Nutrition and Dietetics,22122672,195,1.063
3987,Materials and Structures/Materiaux et Constructions,Materials and Structures/Materiaux et Constructions,13595997,136,1.063
3987,Materials and Structures/Materiaux et Constructions,Materials and Structures/Materiaux et Constructions, 18716873,136,1.063
3988,World Journal of Gastroenterology,World Journal of Gastroenterology,10079327,204,1.063
3989,Academic Radiology,Academic Radiology,10766332,110,1.062
3989,Academic Radiology,Academic Radiology, 18784046,110,1.062
3990,Discrete Analysis,Discrete Analysis,23973129,13,1.062
3991,Ethnicity and Disease,Ethnicity and Disease,19450826,77,1.062
3991,Ethnicity and Disease,Ethnicity and Disease, 1049510X,77,1.062
3992,Frontiers in Aging,Frontiers in Aging,26736217,13,1.062
3993,Journal of Second Language Pronunciation,Journal of Second Language Pronunciation,22151931,10,1.062
3993,Journal of Second Language Pronunciation,Journal of Second Language Pronunciation, 2215194X,10,1.062
3994,Judgment and Decision Making,Judgment and Decision Making,19302975,73,1.062
3995,Open Learning,Open Learning,02680513,41,1.062
3995,Open Learning,Open Learning, 14699958,41,1.062
3996,Ophthalmology Science,Ophthalmology Science,26669145,12,1.062
3997,Transplantation Reviews,Transplantation Reviews,15579816,55,1.062
3997,Transplantation Reviews,Transplantation Reviews, 0955470X,55,1.062
3998,Applied Psychological Measurement,Applied Psychological Measurement,01466216,75,1.061
